summary_scope,metric,rows_total,value_num,value_text
overall,shortlist_rows,4,4.0,
overall,result_available_rows,4,4.0,
overall,pending_rows,4,0.0,
overall,unmatched_rows,4,0.0,
overall,bet_rows,4,4.0,
overall,lean_play_rows,4,0.0,
overall,premium_rows,4,4.0,
overall,standard_rows,4,0.0,
overall,wins,4,1.0,
overall,losses,4,3.0,
overall,pushes,4,0.0,
overall,voids,4,0.0,
overall,profit_units_total,4,-2.56,
overall,roi_percent,4,-64.0,
overall,avg_execution_score,4,132.36096,
overall,avg_primary_edge,4,0.210335,
by_final_execution_bucket,shortlist_rows,4,4.0,APPROVED_PREMIUM
by_final_execution_bucket,result_available_rows,4,4.0,APPROVED_PREMIUM
by_final_execution_bucket,pending_rows,4,0.0,APPROVED_PREMIUM
by_final_execution_bucket,unmatched_rows,4,0.0,APPROVED_PREMIUM
by_final_execution_bucket,bet_rows,4,4.0,APPROVED_PREMIUM
by_final_execution_bucket,lean_play_rows,4,0.0,APPROVED_PREMIUM
by_final_execution_bucket,premium_rows,4,4.0,APPROVED_PREMIUM
by_final_execution_bucket,standard_rows,4,0.0,APPROVED_PREMIUM
by_final_execution_bucket,wins,4,1.0,APPROVED_PREMIUM
by_final_execution_bucket,losses,4,3.0,APPROVED_PREMIUM
by_final_execution_bucket,pushes,4,0.0,APPROVED_PREMIUM
by_final_execution_bucket,voids,4,0.0,APPROVED_PREMIUM
by_final_execution_bucket,profit_units_total,4,-2.56,APPROVED_PREMIUM
by_final_execution_bucket,roi_percent,4,-64.0,APPROVED_PREMIUM
by_final_execution_bucket,avg_execution_score,4,132.36096,APPROVED_PREMIUM
by_final_execution_bucket,avg_primary_edge,4,0.210335,APPROVED_PREMIUM
by_final_recommendation,shortlist_rows,4,4.0,BET
by_final_recommendation,result_available_rows,4,4.0,BET
by_final_recommendation,pending_rows,4,0.0,BET
by_final_recommendation,unmatched_rows,4,0.0,BET
by_final_recommendation,bet_rows,4,4.0,BET
by_final_recommendation,lean_play_rows,4,0.0,BET
by_final_recommendation,premium_rows,4,4.0,BET
by_final_recommendation,standard_rows,4,0.0,BET
by_final_recommendation,wins,4,1.0,BET
by_final_recommendation,losses,4,3.0,BET
