target_date,generated_at,section,status,detail,next_action,auto_apply,production_change
2026-06-24,2026-06-24T11:32:45+01:00,operator_gate,NONE,action=NONE; final=NO_OPERATOR_ACTION; risk=NONE; health=ATTENTION; board_rows=1,Use this as the first read; never override BROKEN/NO_BET gates.,NO,NO
2026-06-24,2026-06-24T11:32:45+01:00,executable_prematch,NONE,no prematch executable rows,"Only rows here can be discussed as prematch executable, still manual-only.",NO,NO
2026-06-24,2026-06-24T11:32:45+01:00,live_only,NONE,no live-only rows,Wait for live trigger confirmation; no chase outside window.,NO,NO
2026-06-24,2026-06-24T11:32:45+01:00,watchlist,NONE,no watchlist rows,Observation only unless promoted by later gates.,NO,NO
2026-06-24,2026-06-24T11:32:45+01:00,no_bet,ROWS=1,count=1; top=#0 | NO_BET | NO_PROMOTED_RAW_CANDIDATES vs NO_SCORING_SAFE_ROWS | market=NO_MARKET | stake=NO_STAKE | permission=NO_BET | score=0,Do not fill ranking from blocked rows.,NO,NO
2026-06-24,2026-06-24T11:32:45+01:00,api_coverage,OK,rows=1; source_guard=PROMOTION_GATE_DIAGNOSTIC_ONLY=1; permission=NO_BET=1; avg_coverage=UNKNOWN; warnings=no promoted raw candidates=1,Coverage gaps block promotion; do not infer missing data.,NO,NO
2026-06-24,2026-06-24T11:32:45+01:00,official_probable_lineups,OK,files=3; rows=132; statuses=UNKNOWN=1; LEARNING_ONLY=1; IMPORTED=6,Probables do not become official; quarantine/learning-only stays non-execution.,NO,NO
2026-06-24,2026-06-24T11:32:45+01:00,source_reliability_governor,ADVISORY_ONLY,sources=15; verdicts=HOLD_SAMPLE=15; sample_gates=INSUFFICIENT_SAMPLE=15; actions=KEEP_ACTIVE_COLLECT_MORE_DATA=15,Advisory only; no automatic source weight changes.,NO,NO
2026-06-24,2026-06-24T11:32:45+01:00,automation_health,ATTENTION,system_status=ATTENTION; components=11; severity=OK=3; WARN=1; INFO=7; status_counts=OK=3; MISSING=1; WAITING_OR_NOT_RUN=3; CONFIG_EXPECTED=4,"If BROKEN, fix workflow/input before talking picks.",NO,NO
2026-06-24,2026-06-24T11:32:45+01:00,next_triggers_rechecks,DIAGNOSTIC,triggers=3,Use scheduled workflows or trigger bridge; no betting execution.,NO,NO
2026-06-24,2026-06-24T11:32:43+01:00,upstream_board_input_diagnostic,UPSTREAM_MISSING,first_empty_required_component=real_objective_context_gate; forecast_rows=0; translator_rows=0; board_rows=0,Build missing required upstream component first: real_objective_context_gate.,NO,NO
2026-06-24,2026-06-24T11:32:43+01:00,real_shortlist_recovery_diagnostic,SCORING_SOURCE_EMPTY_FOR_DATE,root_cause=scored source exists but has no rows for target date; root_scored_same_day_rows=0; real_shortlist_rows=0; real_bet_rows=0; proxy_rows=0,Refresh/fix scoring source date coverage.,NO,NO
