target_date,generated_at,queue_rank,fixture_id,home_team,away_team,league,gap_status,scoring_needed,priority,reason,recommended_fix,auto_apply,production_change
2026-06-04,2026-06-05T11:58:28+01:00,1,1540561,Sundby,Holbæk B&I,3. Division,MISSING_SCORED_ROW,YES,P1_TRUSTED_MISSING_SCORING,trusted raw candidate has no matching scored row,Run/repair scoring enrichment over trusted raw fixture candidates before market translation.,NO,NO
2026-06-04,2026-06-05T11:58:28+01:00,2,1487455,Hlučín,Vsetín,3. liga - MSFL,MISSING_SCORED_ROW,YES,P1_TRUSTED_MISSING_SCORING,trusted raw candidate has no matching scored row,Run/repair scoring enrichment over trusted raw fixture candidates before market translation.,NO,NO
2026-06-04,2026-06-05T11:58:28+01:00,3,1321353,Lebanon,Yemen,Asian Cup - Qualification,MISSING_SCORED_ROW,YES,P1_TRUSTED_MISSING_SCORING,trusted raw candidate has no matching scored row,Run/repair scoring enrichment over trusted raw fixture candidates before market translation.,NO,NO
2026-06-04,2026-06-05T11:58:28+01:00,4,1545543,FAR Rabat,Difaa EL Jadida,Botola Pro,MISSING_SCORED_ROW,YES,P1_TRUSTED_MISSING_SCORING,trusted raw candidate has no matching scored row,Run/repair scoring enrichment over trusted raw fixture candidates before market translation.,NO,NO
2026-06-04,2026-06-05T11:58:28+01:00,5,1545542,Hassania Agadir,FUS Rabat,Botola Pro,MISSING_SCORED_ROW,YES,P1_TRUSTED_MISSING_SCORING,trusted raw candidate has no matching scored row,Run/repair scoring enrichment over trusted raw fixture candidates before market translation.,NO,NO
2026-06-04,2026-06-05T11:58:28+01:00,6,1540061,San Lorenzo,Deportivo Riestra,Copa Argentina,MISSING_SCORED_ROW,YES,P1_TRUSTED_MISSING_SCORING,trusted raw candidate has no matching scored row,Run/repair scoring enrichment over trusted raw fixture candidates before market translation.,NO,NO
2026-06-04,2026-06-05T11:58:28+01:00,7,1544583,Bagé,Brasil DE Pelotas,Copa Gaúcha,MISSING_SCORED_ROW,YES,P1_TRUSTED_MISSING_SCORING,trusted raw candidate has no matching scored row,Run/repair scoring enrichment over trusted raw fixture candidates before market translation.,NO,NO
2026-06-04,2026-06-05T11:58:28+01:00,8,1510595,Stenungsund,Vänersborgs IF,Division 2 - Norra Götaland,MISSING_SCORED_ROW,YES,P1_TRUSTED_MISSING_SCORING,trusted raw candidate has no matching scored row,Run/repair scoring enrichment over trusted raw fixture candidates before market translation.,NO,NO
2026-06-04,2026-06-05T11:58:28+01:00,9,1510949,Sölvesborg,Torns,Division 2 - Södra Götaland,MISSING_SCORED_ROW,YES,P1_TRUSTED_MISSING_SCORING,trusted raw candidate has no matching scored row,Run/repair scoring enrichment over trusted raw fixture candidates before market translation.,NO,NO
2026-06-04,2026-06-05T11:58:28+01:00,10,1546540,Deportivo Santani,Resistencia,Division Intermedia,MISSING_SCORED_ROW,YES,P1_TRUSTED_MISSING_SCORING,trusted raw candidate has no matching scored row,Run/repair scoring enrichment over trusted raw fixture candidates before market translation.,NO,NO
2026-06-04,2026-06-05T11:58:28+01:00,11,1546539,Paraguari AC,Atlético Tembetary,Division Intermedia,MISSING_SCORED_ROW,YES,P1_TRUSTED_MISSING_SCORING,trusted raw candidate has no matching scored row,Run/repair scoring enrichment over trusted raw fixture candidates before market translation.,NO,NO
2026-06-04,2026-06-05T11:58:28+01:00,12,1512925,Colombe,Unisport Bafang,Elite One,MISSING_SCORED_ROW,YES,P1_TRUSTED_MISSING_SCORING,trusted raw candidate has no matching scored row,Run/repair scoring enrichment over trusted raw fixture candidates before market translation.,NO,NO
2026-06-04,2026-06-05T11:58:28+01:00,13,1512927,Fortuna Mfou,Aigle Royal de Moungo,Elite One,MISSING_SCORED_ROW,YES,P1_TRUSTED_MISSING_SCORING,trusted raw candidate has no matching scored row,Run/repair scoring enrichment over trusted raw fixture candidates before market translation.,NO,NO
2026-06-04,2026-06-05T11:58:28+01:00,14,1512924,PWD Bamenda,Canon,Elite One,MISSING_SCORED_ROW,YES,P1_TRUSTED_MISSING_SCORING,trusted raw candidate has no matching scored row,Run/repair scoring enrichment over trusted raw fixture candidates before market translation.,NO,NO
2026-06-04,2026-06-05T11:58:28+01:00,15,1512928,Panthère,Stade Renard,Elite One,MISSING_SCORED_ROW,YES,P1_TRUSTED_MISSING_SCORING,trusted raw candidate has no matching scored row,Run/repair scoring enrichment over trusted raw fixture candidates before market translation.,NO,NO
2026-06-04,2026-06-05T11:58:28+01:00,16,1512929,Victoria United,Jeunes Fauves,Elite One,MISSING_SCORED_ROW,YES,P1_TRUSTED_MISSING_SCORING,trusted raw candidate has no matching scored row,Run/repair scoring enrichment over trusted raw fixture candidates before market translation.,NO,NO
2026-06-04,2026-06-05T11:58:28+01:00,17,1505171,AFC Eskilstuna,Karlberg,Ettan - Norra,MISSING_SCORED_ROW,YES,P1_TRUSTED_MISSING_SCORING,trusted raw candidate has no matching scored row,Run/repair scoring enrichment over trusted raw fixture candidates before market translation.,NO,NO
2026-06-04,2026-06-05T11:58:28+01:00,18,1504456,Laholm,Hässleholms IF,Ettan - Södra,MISSING_SCORED_ROW,YES,P1_TRUSTED_MISSING_SCORING,trusted raw candidate has no matching scored row,Run/repair scoring enrichment over trusted raw fixture candidates before market translation.,NO,NO
2026-06-04,2026-06-05T11:58:28+01:00,19,1531367,Fortune,BST Galaxy,GFA League,MISSING_SCORED_ROW,YES,P1_TRUSTED_MISSING_SCORING,trusted raw candidate has no matching scored row,Run/repair scoring enrichment over trusted raw fixture candidates before market translation.,NO,NO
