target_date,generated_at,component,path,exists,row_count,date_status,decision_counts,quality_counts,status,detail,auto_apply,production_change
2026-06-01,2026-06-02T12:52:03+01:00,real_objective_context_gate,data\processed\today\2026-06-01\vsigma_real_objective_context_gate.csv,true,0,NO_ROWS,none,none,EMPTY_REQUIRED,required upstream file exists but has zero rows,NO,NO
2026-06-01,2026-06-02T12:52:03+01:00,objective_availability_gate,data\processed\today\2026-06-01\vsigma_objective_availability_gate.csv,true,0,NO_ROWS,none,none,EMPTY_REQUIRED,required upstream file exists but has zero rows,NO,NO
2026-06-01,2026-06-02T12:52:03+01:00,context_adjusted_final_picks,data\processed\today\2026-06-01\vsigma_context_adjusted_final_picks.csv,true,0,NO_ROWS,none,none,EMPTY_REQUIRED,required upstream file exists but has zero rows,NO,NO
2026-06-01,2026-06-02T12:52:03+01:00,context_matrix,data\processed\today\2026-06-01\vsigma_context_matrix.csv,false,0,MISSING,none,none,MISSING_REQUIRED,required upstream file is missing,NO,NO
2026-06-01,2026-06-02T12:52:03+01:00,context_matrix_portfolio,data\processed\today\2026-06-01\vsigma_context_matrix_portfolio.csv,false,0,MISSING,none,none,MISSING_REQUIRED,required upstream file is missing,NO,NO
2026-06-01,2026-06-02T12:52:03+01:00,match_stat_forecasts,data\processed\today\2026-06-01\vsigma_match_stat_forecasts.csv,true,0,NO_ROWS,none,none,EMPTY_REQUIRED,required upstream file exists but has zero rows,NO,NO
2026-06-01,2026-06-02T12:52:03+01:00,forecast_market_translator,data\processed\today\2026-06-01\vsigma_forecast_market_translator.csv,true,0,NO_ROWS,none,none,EMPTY_REQUIRED,required upstream file exists but has zero rows,NO,NO
2026-06-01,2026-06-02T12:52:03+01:00,daily_execution_board,data\processed\today\2026-06-01\vsigma_daily_execution_board.csv,true,0,NO_ROWS,none,none,EMPTY_REQUIRED,required upstream file exists but has zero rows,NO,NO
2026-06-01,2026-06-02T12:52:03+01:00,fixture_api_coverage_matrix,data\processed\today\2026-06-01\vsigma_fixture_api_coverage_matrix_v3.csv,false,0,MISSING,none,none,MISSING_OPTIONAL,optional upstream file is missing,NO,NO
2026-06-01,2026-06-02T12:52:03+01:00,probable_lineup_consensus,data\processed\today\2026-06-01\vsigma_probable_lineup_consensus.csv,true,0,NO_ROWS,none,none,EMPTY_OPTIONAL,optional upstream file has zero rows,NO,NO
