target_date,generated_at,review_rank,fixture_id,league,country,home_team,away_team,fixture_datetime_utc,review_status,review_priority,candidate_signal_score,candidate_signal_band,allowed_downstream_use,inspector_bucket,risk_label,inspector_reason,suggested_next_action,canonical_board_permission,pick_permission,stake_permission,auto_apply,production_change
2026-06-16,2026-06-16T19:20:03+01:00,1,1538395,Primera División,Bolivia,Bolívar,Guabirá,2026-06-15T23:00:00+00:00,API_ENRICHED_REVIEW_READY,P1_MANUAL_REVIEW,93,HIGH_SIGNAL_REVIEW,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,P1_REVIEW_STRONG_SIGNAL,MEDIUM,"Strong API-enriched review signal. Human review may inspect first, but no promotion is allowed.","Inspect manually first: verify source quality, competition quality, lineup context, and postmatch repeatability. No promotion.",NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-06-16,2026-06-16T19:20:03+01:00,2,1547744,Division di Honor,Aruba,Dakota,Sporting,2026-06-16T00:30:00+00:00,API_ENRICHED_REVIEW_READY,P2_MANUAL_REVIEW,70,MEDIUM_SIGNAL_REVIEW,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,P3_REVIEW_LOW_SIGNAL,LOW,Low/medium review signal. Keep as low-priority manual inspection only.,Low-priority manual review. No operational change.,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-06-16,2026-06-16T19:20:03+01:00,3,1524044,Queensland NPL,Australia,Rochedale Rovers,Moreton City Excelsior,2026-06-16T09:15:00+00:00,API_ENRICHED_REVIEW_READY,P1_MANUAL_REVIEW,89,HIGH_SIGNAL_REVIEW,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,P1_REVIEW_STRONG_SIGNAL,MEDIUM,"Strong API-enriched review signal. Human review may inspect first, but no promotion is allowed.","Inspect manually first: verify source quality, competition quality, lineup context, and postmatch repeatability. No promotion.",NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-06-16,2026-06-16T19:20:03+01:00,4,1524029,Queensland NPL,Australia,WDSC Wolves,Eastern Suburbs,2026-06-16T09:30:00+00:00,API_ENRICHED_REVIEW_READY,P1_MANUAL_REVIEW,100,HIGH_SIGNAL_REVIEW,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,P1_REVIEW_STRONG_SIGNAL,MEDIUM,"Strong API-enriched review signal. Human review may inspect first, but no promotion is allowed.","Inspect manually first: verify source quality, competition quality, lineup context, and postmatch repeatability. No promotion.",NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-06-16,2026-06-16T19:20:03+01:00,5,1524039,Queensland NPL,Australia,Gold Coast Knights,Lions,2026-06-16T09:30:00+00:00,API_ENRICHED_REVIEW_READY,P2_MANUAL_REVIEW,57,MEDIUM_SIGNAL_REVIEW,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,P3_REVIEW_LOW_SIGNAL,LOW,Low/medium review signal. Keep as low-priority manual inspection only.,Low-priority manual review. No operational change.,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-06-16,2026-06-16T19:20:03+01:00,6,1524151,Queensland Premier League,Australia,Redlands United,SC Wanderers,2026-06-16T09:30:00+00:00,API_ENRICHED_REVIEW_READY,P2_MANUAL_REVIEW,57,MEDIUM_SIGNAL_REVIEW,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,P3_REVIEW_LOW_SIGNAL,LOW,Low/medium review signal. Keep as low-priority manual inspection only.,Low-priority manual review. No operational change.,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-06-16,2026-06-16T19:20:03+01:00,7,1541092,Premier League,Ethiopia,Mebrat Hayl,Mekelle Kenema,2026-06-16T10:00:00+00:00,API_ENRICHED_REVIEW_READY,P2_MANUAL_REVIEW,57,MEDIUM_SIGNAL_REVIEW,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,P3_REVIEW_LOW_SIGNAL,LOW,Low/medium review signal. Keep as low-priority manual inspection only.,Low-priority manual review. No operational change.,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-06-16,2026-06-16T19:20:03+01:00,8,1547545,Elite Two,Cameroon,Sable,Foncha ST,2026-06-16T12:00:00+00:00,API_ENRICHED_REVIEW_READY,P2_MANUAL_REVIEW,70,MEDIUM_SIGNAL_REVIEW,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,P3_REVIEW_LOW_SIGNAL,LOW,Low/medium review signal. Keep as low-priority manual inspection only.,Low-priority manual review. No operational change.,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-06-16,2026-06-16T19:20:03+01:00,9,1477248,Ligi kuu Bara,Tanzania,Namungo,Tabora United,2026-06-16T13:00:00+00:00,API_ENRICHED_REVIEW_READY,P2_MANUAL_REVIEW,70,MEDIUM_SIGNAL_REVIEW,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,P3_REVIEW_LOW_SIGNAL,LOW,Low/medium review signal. Keep as low-priority manual inspection only.,Low-priority manual review. No operational change.,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-06-16,2026-06-16T19:20:03+01:00,10,1508054,Premier League,Lebanon,Al Ahed,Al Hikma,2026-06-16T13:00:00+00:00,API_ENRICHED_REVIEW_READY,P1_MANUAL_REVIEW,77,HIGH_SIGNAL_REVIEW,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,P1_REVIEW_STRONG_SIGNAL,MEDIUM,"Strong API-enriched review signal. Human review may inspect first, but no promotion is allowed.","Inspect manually first: verify source quality, competition quality, lineup context, and postmatch repeatability. No promotion.",NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
