target_date,generated_at,queue_rank,fixture_id,home_team,away_team,league,gap_status,scoring_needed,priority,reason,recommended_fix,auto_apply,production_change
2026-07-08,2026-07-08T23:32:18+01:00,1,1554374,Vikingur Reykjavik,Gyori ETO FC,UEFA Champions League,MISSING_SCORED_ROW,YES,P1_TRUSTED_MISSING_SCORING,trusted raw candidate has no matching scored row,Run/repair scoring enrichment over trusted raw fixture candidates before market translation.,NO,NO
2026-07-08,2026-07-08T23:32:18+01:00,2,1554368,Lincoln Red Imps FC,Inter Club d'Escaldes,UEFA Champions League,MISSING_SCORED_ROW,YES,P1_TRUSTED_MISSING_SCORING,trusted raw candidate has no matching scored row,Run/repair scoring enrichment over trusted raw fixture candidates before market translation.,NO,NO
2026-07-08,2026-07-08T23:32:18+01:00,3,1541992,Blumenau,Juventus SC,Catarinense - 2,MISSING_SCORED_ROW,YES,P1_TRUSTED_MISSING_SCORING,trusted raw candidate has no matching scored row,Run/repair scoring enrichment over trusted raw fixture candidates before market translation.,NO,NO
2026-07-08,2026-07-08T23:32:18+01:00,4,1560418,CEAC / Araruama,São Cristóvão RJ,Copa Rio,MISSING_SCORED_ROW,YES,P1_TRUSTED_MISSING_SCORING,trusted raw candidate has no matching scored row,Run/repair scoring enrichment over trusted raw fixture candidates before market translation.,NO,NO
2026-07-08,2026-07-08T23:32:18+01:00,5,1560837,Caracas FC,Yaracuyanos FC,Copa Venezuela,MISSING_SCORED_ROW,YES,P1_TRUSTED_MISSING_SCORING,trusted raw candidate has no matching scored row,Run/repair scoring enrichment over trusted raw fixture candidates before market translation.,NO,NO
2026-07-08,2026-07-08T23:32:18+01:00,6,1560838,Dinamo de Puerto La Cruz,Bolívar,Copa Venezuela,MISSING_SCORED_ROW,YES,P1_TRUSTED_MISSING_SCORING,trusted raw candidate has no matching scored row,Run/repair scoring enrichment over trusted raw fixture candidates before market translation.,NO,NO
2026-07-08,2026-07-08T23:32:18+01:00,7,1560836,Fundación Lara Deportiva,Aragua FC,Copa Venezuela,MISSING_SCORED_ROW,YES,P1_TRUSTED_MISSING_SCORING,trusted raw candidate has no matching scored row,Run/repair scoring enrichment over trusted raw fixture candidates before market translation.,NO,NO
2026-07-08,2026-07-08T23:32:18+01:00,8,1560840,Mineros de Guyana,Monagas SC,Copa Venezuela,MISSING_SCORED_ROW,YES,P1_TRUSTED_MISSING_SCORING,trusted raw candidate has no matching scored row,Run/repair scoring enrichment over trusted raw fixture candidates before market translation.,NO,NO
2026-07-08,2026-07-08T23:32:18+01:00,9,1560841,Petare FC,Atletico Avila FC,Copa Venezuela,MISSING_SCORED_ROW,YES,P1_TRUSTED_MISSING_SCORING,trusted raw candidate has no matching scored row,Run/repair scoring enrichment over trusted raw fixture candidates before market translation.,NO,NO
2026-07-08,2026-07-08T23:32:18+01:00,10,1560842,Rayo Zuliano,Deportivo Lara,Copa Venezuela,MISSING_SCORED_ROW,YES,P1_TRUSTED_MISSING_SCORING,trusted raw candidate has no matching scored row,Run/repair scoring enrichment over trusted raw fixture candidates before market translation.,NO,NO
2026-07-08,2026-07-08T23:32:18+01:00,11,1560839,Real Frontera,Atletico el Vigia FC,Copa Venezuela,MISSING_SCORED_ROW,YES,P1_TRUSTED_MISSING_SCORING,trusted raw candidate has no matching scored row,Run/repair scoring enrichment over trusted raw fixture candidates before market translation.,NO,NO
2026-07-08,2026-07-08T23:32:18+01:00,12,1560843,Urena SC,Trujillanos FC,Copa Venezuela,MISSING_SCORED_ROW,YES,P1_TRUSTED_MISSING_SCORING,trusted raw candidate has no matching scored row,Run/repair scoring enrichment over trusted raw fixture candidates before market translation.,NO,NO
2026-07-08,2026-07-08T23:32:18+01:00,13,1560844,Zamora FC,Club Atletico Barinas,Copa Venezuela,MISSING_SCORED_ROW,YES,P1_TRUSTED_MISSING_SCORING,trusted raw candidate has no matching scored row,Run/repair scoring enrichment over trusted raw fixture candidates before market translation.,NO,NO
2026-07-08,2026-07-08T23:32:18+01:00,14,1545037,FAR Rabat,Stade Marocain,Cup,MISSING_SCORED_ROW,YES,P1_TRUSTED_MISSING_SCORING,trusted raw candidate has no matching scored row,Run/repair scoring enrichment over trusted raw fixture candidates before market translation.,NO,NO
2026-07-08,2026-07-08T23:32:18+01:00,15,1541749,Jaro 2,SJK-juniorit,Kakkonen - Lohko C,MISSING_SCORED_ROW,YES,P1_TRUSTED_MISSING_SCORING,trusted raw candidate has no matching scored row,Run/repair scoring enrichment over trusted raw fixture candidates before market translation.,NO,NO
2026-07-08,2026-07-08T23:32:18+01:00,16,1532768,Langfang Glory City,Jiangxi Liansheng,League Two,MISSING_SCORED_ROW,YES,P1_TRUSTED_MISSING_SCORING,trusted raw candidate has no matching scored row,Run/repair scoring enrichment over trusted raw fixture candidates before market translation.,NO,NO
2026-07-08,2026-07-08T23:32:18+01:00,17,1526567,El Nacional,Cumbayá,Liga Pro Serie B,MISSING_SCORED_ROW,YES,P1_TRUSTED_MISSING_SCORING,trusted raw candidate has no matching scored row,Run/repair scoring enrichment over trusted raw fixture candidates before market translation.,NO,NO
2026-07-08,2026-07-08T23:32:18+01:00,18,1581823,Tanzania Prisons,Mbeya City,Ligi kuu Bara,MISSING_SCORED_ROW,YES,P1_TRUSTED_MISSING_SCORING,trusted raw candidate has no matching scored row,Run/repair scoring enrichment over trusted raw fixture candidates before market translation.,NO,NO
2026-07-08,2026-07-08T23:32:18+01:00,19,1523779,Kahibah,Maitland,Northern NSW NPL,MISSING_SCORED_ROW,YES,P1_TRUSTED_MISSING_SCORING,trusted raw candidate has no matching scored row,Run/repair scoring enrichment over trusted raw fixture candidates before market translation.,NO,NO
2026-07-08,2026-07-08T23:32:18+01:00,20,1527634,Alay,Toktogul,Premier League,MISSING_SCORED_ROW,YES,P1_TRUSTED_MISSING_SCORING,trusted raw candidate has no matching scored row,Run/repair scoring enrichment over trusted raw fixture candidates before market translation.,NO,NO
2026-07-08,2026-07-08T23:32:18+01:00,21,1527637,Alga,Dordoi Bishkek,Premier League,MISSING_SCORED_ROW,YES,P1_TRUSTED_MISSING_SCORING,trusted raw candidate has no matching scored row,Run/repair scoring enrichment over trusted raw fixture candidates before market translation.,NO,NO
2026-07-08,2026-07-08T23:32:18+01:00,22,1538366,Real Oruro,Universitario de Vinto,Primera División,MISSING_SCORED_ROW,YES,P1_TRUSTED_MISSING_SCORING,trusted raw candidate has no matching scored row,Run/repair scoring enrichment over trusted raw fixture candidates before market translation.,NO,NO
2026-07-08,2026-07-08T23:32:18+01:00,23,1493895,Tormenta,Portland Hearts of Pine,USL League One,MISSING_SCORED_ROW,YES,P1_TRUSTED_MISSING_SCORING,trusted raw candidate has no matching scored row,Run/repair scoring enrichment over trusted raw fixture candidates before market translation.,NO,NO
2026-07-08,2026-07-08T23:32:18+01:00,24,1525284,Bethesda SC,Virginia Marauders,USL League Two,MISSING_SCORED_ROW,YES,P2_LOW_COVERAGE_SCORING,trusted raw candidate has no matching scored row,Run/repair scoring enrichment over trusted raw fixture candidates before market translation.,NO,NO
