target_date,generated_at,section,status,detail,next_action,auto_apply,production_change
2026-08-10,2026-08-10T22:54:55+01:00,operator_gate,NONE,action=NONE; final=NO_OPERATOR_ACTION; risk=NONE; health=ATTENTION; board_rows=1,Use this as the first read; never override BROKEN/NO_BET gates.,NO,NO
2026-08-10,2026-08-10T22:54:55+01:00,executable_prematch,NONE,no prematch executable rows,"Only rows here can be discussed as prematch executable, still manual-only.",NO,NO
2026-08-10,2026-08-10T22:54:55+01:00,live_only,NONE,no live-only rows,Wait for live trigger confirmation; no chase outside window.,NO,NO
2026-08-10,2026-08-10T22:54:55+01:00,watchlist,NONE,no watchlist rows,Observation only unless promoted by later gates.,NO,NO
2026-08-10,2026-08-10T22:54:55+01:00,no_bet,ROWS=1,count=1; top=#1 | NO_BET | Dundee Utd vs Rangers | market=NO_CLEAR_STAT_MARKET | stake=NO_STAKE | permission=NO | conf=LOW | score=-34,Do not fill ranking from blocked rows.,NO,NO
2026-08-10,2026-08-10T22:54:55+01:00,api_coverage,OK,rows=1; source_guard=DATED_INPUT_ONLY; API_COVERAGE_GATE_V2=1; permission=NO=1; avg_coverage=UNKNOWN; warnings=LINEUPS_INACTIVE=1; LOW_LEAGUE_RELIABILITY=1; PARTIAL_RECENT_STATS=1; API_COVERAGE_UNKNOWN=1,Coverage gaps block promotion; do not infer missing data.,NO,NO
2026-08-10,2026-08-10T22:54:55+01:00,official_probable_lineups,OK,files=4; rows=704; statuses=UNKNOWN=1; LEARNING_ONLY=7; IMPORTED=19,Probables do not become official; quarantine/learning-only stays non-execution.,NO,NO
2026-08-10,2026-08-10T22:54:55+01:00,source_reliability_governor,ADVISORY_ONLY,sources=15; verdicts=HOLD_SAMPLE=14; LEARNING_ONLY_SOURCE=1; sample_gates=INSUFFICIENT_SAMPLE=14; MATURE_SAMPLE=1; actions=KEEP_ACTIVE_COLLECT_MORE_DATA=14; KEEP_ACTIVE_BUT_REQUIRE_PROMOTION_GATE=1,Advisory only; no automatic source weight changes.,NO,NO
2026-08-10,2026-08-10T22:54:55+01:00,automation_health,ATTENTION,system_status=ATTENTION; components=11; severity=OK=2; WARN=1; INFO=8; status_counts=OK=2; MISSING=1; WAITING_OR_NOT_RUN=4; CONFIG_EXPECTED=4,"If BROKEN, fix workflow/input before talking picks.",NO,NO
2026-08-10,2026-08-10T22:54:55+01:00,next_triggers_rechecks,DIAGNOSTIC,triggers=3,Use scheduled workflows or trigger bridge; no betting execution.,NO,NO
2026-08-10,2026-08-10T22:54:53+01:00,date_coherence_guard,OK,board_status=daily_board_md=OK; daily_board_csv=OK; mismatch_count=0; missing_core_count=0; trigger_date_counts=2026-08-10=2,All dated artifacts/triggers reviewed by guard are coherent.,NO,NO
2026-08-10,2026-08-10T22:54:53+01:00,upstream_board_input_diagnostic,UPSTREAM_MISSING,first_empty_required_component=context_matrix; forecast_rows=1; translator_rows=1; board_rows=1,Build missing required upstream component first: context_matrix.,NO,NO
2026-08-10,2026-08-10T22:54:53+01:00,real_shortlist_recovery_diagnostic,REAL_CANDIDATES_AVAILABLE,root_cause=real shortlist or bets rows exist; root_scored_same_day_rows=9; real_shortlist_rows=2; real_bet_rows=1; proxy_rows=2,Use normal gates; do not rely on proxy bridge unless real rows fail downstream.,NO,NO
2026-08-10,2026-08-10T22:54:53+01:00,local_raw_fixture_discovery,LOCAL_RAW_CANDIDATES_FOUND,files_scanned=3720; accepted_rows=95; rejected_rows=388,"Review accepted rows, then feed normal scoring gates.",NO,NO
2026-08-10,2026-08-10T22:54:55+01:00,raw_candidate_trust_gate,TRUSTED_RAW_SOURCE=86; QUARANTINE_REVIEW=9,rows_reviewed=95; trusted_rows=86; blocked_rows=0; quarantine_rows=9,Only TRUSTED_RAW_SOURCE rows may be considered for scoring; quarantine/rejected rows remain diagnostic only.,NO,NO
2026-08-10,2026-08-10T22:54:55+01:00,trusted_raw_candidate_promotion_gate,TRUSTED_SOURCE_BUT_NO_SCORED_ROW=78; NOT_TRUSTED_NO_PROMOTION=9; PROMOTED_TO_SCORING_INPUT=5; TRUSTED_SOURCE_BUT_NO_DATA_BLOCKED=3,rows_reviewed=95; promoted_rows=5; blocked_rows=3; quarantine_rows=78,Promoted rows may feed normal scoring gates only.,NO,NO
2026-08-10,2026-08-10T22:54:55+01:00,scoring_gap_explainer,MISSING_SCORED_ROW=78; NOT_TRUSTED_SKIPPED=9; PROMOTED=5; SCORED_ROW_NO_DATA_BLOCKED=3,missing_scored_rows=78; no_data_blocked_rows=3; not_trusted_rows=9; promoted_rows=5,Repair scoring/enrichment for trusted raw candidates; no market discussion until rows are scored and non-blocked.,NO,NO
2026-08-10,2026-08-10T22:54:55+01:00,trusted_raw_scoring_queue,P1_TRUSTED_MISSING_SCORING=76; P2_LOW_COVERAGE_SCORING=2,queue_rows=78; priority_counts=P1_TRUSTED_MISSING_SCORING=76; P2_LOW_COVERAGE_SCORING=2; scoring_needed_counts=YES=78,Use this queue as the explicit input list for a future scoring/enrichment repair stage. Do not create picks from queue rows.,NO,NO
2026-08-10,2026-08-10T22:54:55+01:00,queue_to_enrichment_dry_run,DRY_RUN_ONLY_NO_API_CALLS=78,rows_planned=78; risk_label_counts=MEDIUM=75; HIGH_LOW_COVERAGE=2; HIGH_CONTEXT_VOLATILITY=1; estimated_units=391; api_calls_executed=NO,Review dry-run plan and explicitly approve any future enrichment/API stage. No calls executed here.,NO,NO
2026-08-10,2026-08-10T22:54:55+01:00,enrichment_cost_approval_gate,WAIT_FOR_MANUAL_APPROVAL,estimated_call_units=391; approval_required=YES; api_calls_allowed=NO; api_calls_executed=NO,UNKNOWN,NO,NO
2026-08-10,2026-08-10T22:54:55+01:00,daily_board_self_heal,NO_ACTION,promoted_rows=0; board_rows_written=0; reason=daily board already has rows,UNKNOWN,NO,NO
