target_date,generated_at,component,path,exists,row_count,date_status,decision_counts,quality_counts,status,detail,auto_apply,production_change
2026-08-24,2026-08-24T09:10:57+01:00,real_objective_context_gate,data/processed/today/2026-08-24/vsigma_real_objective_context_gate.csv,true,3,OK,none,none,OK,file has rows and passed basic diagnostic checks,NO,NO
2026-08-24,2026-08-24T09:10:57+01:00,objective_availability_gate,data/processed/today/2026-08-24/vsigma_objective_availability_gate.csv,true,3,OK,none,gate_decision:WAIT_PRELOCK=3,OK,file has rows and passed basic diagnostic checks,NO,NO
2026-08-24,2026-08-24T09:10:57+01:00,context_adjusted_final_picks,data/processed/today/2026-08-24/vsigma_context_adjusted_final_picks.csv,true,3,OK,none,none,OK,file has rows and passed basic diagnostic checks,NO,NO
2026-08-24,2026-08-24T09:10:57+01:00,context_matrix,data/processed/today/2026-08-24/vsigma_context_matrix.csv,false,0,MISSING,none,none,MISSING_REQUIRED,required upstream file is missing,NO,NO
2026-08-24,2026-08-24T09:10:57+01:00,context_matrix_portfolio,data/processed/today/2026-08-24/vsigma_context_matrix_portfolio.csv,false,0,MISSING,none,none,MISSING_REQUIRED,required upstream file is missing,NO,NO
2026-08-24,2026-08-24T09:10:57+01:00,match_stat_forecasts,data/processed/today/2026-08-24/vsigma_match_stat_forecasts.csv,true,3,OK,none,forecast_confidence:LOW=3 | source_guard:DATED_INPUT_ONLY=3 | forecast_warning:LINEUPS_INACTIVE; LOW_LEAGUE_RELIABILITY; PARTIAL_RECENT_STATS=3,OK,file has rows and passed basic diagnostic checks,NO,NO
2026-08-24,2026-08-24T09:10:57+01:00,forecast_market_translator,data/processed/today/2026-08-24/vsigma_forecast_market_translator.csv,true,3,OK,portfolio_status:REVIEW_ONLY=3 | execution_permission:NO_BET=3,forecast_confidence:LOW=3 | context_level:L6_REVIEW=3 | source_guard:DATED_INPUT_ONLY=2;DATED_INPUT_ONLY; PROXY_BRIDGE_CALIBRATION_GUARD=1 | kill_switch:LOW_FORECAST_CONFIDENCE=2;PROXY_BRIDGE_INVERSION_BLOCK=1 | forecast_warning:LINEUPS_INACTIVE; LOW_LEAGUE_RELIABILITY; PARTIAL_RECENT_STATS=3,OK,file has rows and passed basic diagnostic checks,NO,NO
2026-08-24,2026-08-24T09:10:57+01:00,daily_execution_board,data/processed/today/2026-08-24/vsigma_daily_execution_board.csv,true,3,OK,final_decision:NO_BET=3 | board_bucket:BLOCKED=3 | portfolio_status:REVIEW_ONLY=3 | execution_permission:NO=3,forecast_confidence:LOW=3 | context_level:L6_REVIEW=3 | source_guard:DATED_INPUT_ONLY; API_COVERAGE_GATE_V2=3 | kill_switch:LOW_FORECAST_CONFIDENCE=2;PROXY_BRIDGE_INVERSION_BLOCK=1 | forecast_warning:LINEUPS_INACTIVE; LOW_LEAGUE_RELIABILITY; PARTIAL_RECENT_STATS; API_COVERAGE_UNKNOWN=3,OK,file has rows and passed basic diagnostic checks,NO,NO
2026-08-24,2026-08-24T09:10:57+01:00,fixture_api_coverage_matrix,data/processed/today/2026-08-24/vsigma_fixture_api_coverage_matrix_v3.csv,false,0,MISSING,none,none,MISSING_OPTIONAL,optional upstream file is missing,NO,NO
2026-08-24,2026-08-24T09:10:57+01:00,probable_lineup_consensus,data/processed/today/2026-08-24/vsigma_probable_lineup_consensus.csv,true,3,OK,none,source_guard:fixtures=vsigma_daily_execution_board.csv; probable_sources=NO_SOURCE_FILE=3,OK,file has rows and passed basic diagnostic checks,NO,NO
