target_date,generated_at,queue_rank,fixture_id,home_team,away_team,league,gap_status,scoring_needed,priority,reason,recommended_fix,auto_apply,production_change
2026-06-10,2026-06-14T19:49:13+01:00,1,1548055,Malaga,Las Palmas,Segunda División,MISSING_SCORED_ROW,YES,P1_TRUSTED_MISSING_SCORING,trusted raw candidate has no matching scored row,Run/repair scoring enrichment over trusted raw fixture candidates before market translation.,NO,NO
2026-06-10,2026-06-14T19:49:13+01:00,2,1546281,Cape Town City,Magesi,Premier Soccer League,MISSING_SCORED_ROW,YES,P1_TRUSTED_MISSING_SCORING,trusted raw candidate has no matching scored row,Run/repair scoring enrichment over trusted raw fixture candidates before market translation.,NO,NO
2026-06-10,2026-06-14T19:49:13+01:00,3,1530591,Neptūną Klaipėda,Transinvest 2,1 Lyga,MISSING_SCORED_ROW,YES,P1_TRUSTED_MISSING_SCORING,trusted raw candidate has no matching scored row,Run/repair scoring enrichment over trusted raw fixture candidates before market translation.,NO,NO
2026-06-10,2026-06-14T19:49:13+01:00,4,1543393,Fjardabyggd / Leiknir,Fjolnir,2. Deild,MISSING_SCORED_ROW,YES,P1_TRUSTED_MISSING_SCORING,trusted raw candidate has no matching scored row,Run/repair scoring enrichment over trusted raw fixture candidates before market translation.,NO,NO
2026-06-10,2026-06-14T19:49:13+01:00,5,1543391,Haukar,Kormákur / Hvöt,2. Deild,MISSING_SCORED_ROW,YES,P1_TRUSTED_MISSING_SCORING,trusted raw candidate has no matching scored row,Run/repair scoring enrichment over trusted raw fixture candidates before market translation.,NO,NO
2026-06-10,2026-06-14T19:49:13+01:00,6,1543396,Thróttur Vogar,Vikingur Olafsiik,2. Deild,MISSING_SCORED_ROW,YES,P1_TRUSTED_MISSING_SCORING,trusted raw candidate has no matching scored row,Run/repair scoring enrichment over trusted raw fixture candidates before market translation.,NO,NO
2026-06-10,2026-06-14T19:49:13+01:00,7,1542167,Damash Gilanian,Mes Shahr-e Babak,Azadegan League,MISSING_SCORED_ROW,YES,P1_TRUSTED_MISSING_SCORING,trusted raw candidate has no matching scored row,Run/repair scoring enrichment over trusted raw fixture candidates before market translation.,NO,NO
2026-06-10,2026-06-14T19:49:13+01:00,8,1542173,Naft Bandar Abbas,Shahrdari Noshahr,Azadegan League,MISSING_SCORED_ROW,YES,P1_TRUSTED_MISSING_SCORING,trusted raw candidate has no matching scored row,Run/repair scoring enrichment over trusted raw fixture candidates before market translation.,NO,NO
2026-06-10,2026-06-14T19:49:13+01:00,9,1542025,Blumenau,Jaraguá,Catarinense - 2,MISSING_SCORED_ROW,YES,P1_TRUSTED_MISSING_SCORING,trusted raw candidate has no matching scored row,Run/repair scoring enrichment over trusted raw fixture candidates before market translation.,NO,NO
2026-06-10,2026-06-14T19:49:13+01:00,10,1550653,Dikaki,Cercle Mbéri,Championnat D1,MISSING_SCORED_ROW,YES,P1_TRUSTED_MISSING_SCORING,trusted raw candidate has no matching scored row,Run/repair scoring enrichment over trusted raw fixture candidates before market translation.,NO,NO
2026-06-10,2026-06-14T19:49:13+01:00,11,1550655,Mangasport,Bouenguidi,Championnat D1,MISSING_SCORED_ROW,YES,P1_TRUSTED_MISSING_SCORING,trusted raw candidate has no matching scored row,Run/repair scoring enrichment over trusted raw fixture candidates before market translation.,NO,NO
2026-06-10,2026-06-14T19:49:13+01:00,12,1550657,Stade Mandji,Lozo,Championnat D1,MISSING_SCORED_ROW,YES,P1_TRUSTED_MISSING_SCORING,trusted raw candidate has no matching scored row,Run/repair scoring enrichment over trusted raw fixture candidates before market translation.,NO,NO
