target_date,generated_at,section,status,detail,next_action,auto_apply,production_change
2026-06-21,2026-06-21T01:20:23+01:00,operator_gate,BROKEN,action=BROKEN; final=SYSTEM_FIX_REQUIRED; risk=HIGH; health=BROKEN; board_rows=1,Use this as the first read; never override BROKEN/NO_BET gates.,NO,NO
2026-06-21,2026-06-21T01:20:23+01:00,executable_prematch,NONE,no prematch executable rows,"Only rows here can be discussed as prematch executable, still manual-only.",NO,NO
2026-06-21,2026-06-21T01:20:23+01:00,live_only,NONE,no live-only rows,Wait for live trigger confirmation; no chase outside window.,NO,NO
2026-06-21,2026-06-21T01:20:23+01:00,watchlist,NONE,no watchlist rows,Observation only unless promoted by later gates.,NO,NO
2026-06-21,2026-06-21T01:20:23+01:00,no_bet,ROWS=1,count=1; top=#0 | NO_BET | NO_PROMOTED_RAW_CANDIDATES vs NO_SCORING_SAFE_ROWS | market=NO_MARKET | stake=NO_STAKE | permission=NO_BET | score=0,Do not fill ranking from blocked rows.,NO,NO
2026-06-21,2026-06-21T01:20:23+01:00,api_coverage,OK,rows=1; source_guard=PROMOTION_GATE_DIAGNOSTIC_ONLY=1; permission=NO_BET=1; avg_coverage=UNKNOWN; warnings=no promoted raw candidates=1,Coverage gaps block promotion; do not infer missing data.,NO,NO
2026-06-21,2026-06-21T01:20:23+01:00,official_probable_lineups,OK,files=2; rows=58; statuses=UNKNOWN=1; LEARNING_ONLY=1; IMPORTED=6,Probables do not become official; quarantine/learning-only stays non-execution.,NO,NO
2026-06-21,2026-06-21T01:20:23+01:00,source_reliability_governor,ADVISORY_ONLY,sources=15; verdicts=HOLD_SAMPLE=15; sample_gates=INSUFFICIENT_SAMPLE=15; actions=KEEP_ACTIVE_COLLECT_MORE_DATA=15,Advisory only; no automatic source weight changes.,NO,NO
2026-06-21,2026-06-21T01:20:23+01:00,automation_health,BROKEN,system_status=BROKEN; components=11; severity=BROKEN=1; WARN=1; OK=5; INFO=4; status_counts=MISSING=2; OK=5; CONFIG_EXPECTED=4,"If BROKEN, fix workflow/input before talking picks.",NO,NO
2026-06-21,2026-06-21T01:20:23+01:00,next_triggers_rechecks,DIAGNOSTIC,triggers=3,Use scheduled workflows or trigger bridge; no betting execution.,NO,NO
2026-06-21,2026-06-21T01:20:21+01:00,date_coherence_guard,DATE_MISMATCH_BLOCK,board_status=daily_board_md=MISSING_CORE; daily_board_csv=MISSING_CORE; mismatch_count=2; missing_core_count=2; trigger_date_counts=2026-06-20=2,Fix trigger/artifact date mismatch before using market signals.,NO,NO
2026-06-21,2026-06-21T01:20:21+01:00,upstream_board_input_diagnostic,UPSTREAM_MISSING,first_empty_required_component=real_objective_context_gate; forecast_rows=0; translator_rows=0; board_rows=0,Build missing required upstream component first: real_objective_context_gate.,NO,NO
2026-06-21,2026-06-21T01:20:21+01:00,real_shortlist_recovery_diagnostic,FILTERS_TOO_STRICT_OR_SELECTOR_NOT_RUN,root_cause=scoring has same-day rows but real shortlist/bets outputs are absent or empty; root_scored_same_day_rows=11; real_shortlist_rows=0; real_bet_rows=0; proxy_rows=0,Run/repair real selection step from scored matches into shortlist/bets-only outputs.,NO,NO
