target_date,generated_at,component,path,exists,row_count,date_status,decision_counts,quality_counts,status,detail,auto_apply,production_change
2026-06-05,2026-06-06T09:04:13+01:00,real_objective_context_gate,data/processed/today/2026-06-05/vsigma_real_objective_context_gate.csv,true,0,NO_ROWS,none,none,EMPTY_REQUIRED,required upstream file exists but has zero rows,NO,NO
2026-06-05,2026-06-06T09:04:13+01:00,objective_availability_gate,data/processed/today/2026-06-05/vsigma_objective_availability_gate.csv,true,0,NO_ROWS,none,none,EMPTY_REQUIRED,required upstream file exists but has zero rows,NO,NO
2026-06-05,2026-06-06T09:04:13+01:00,context_adjusted_final_picks,data/processed/today/2026-06-05/vsigma_context_adjusted_final_picks.csv,true,0,NO_ROWS,none,none,EMPTY_REQUIRED,required upstream file exists but has zero rows,NO,NO
2026-06-05,2026-06-06T09:04:13+01:00,context_matrix,data/processed/today/2026-06-05/vsigma_context_matrix.csv,false,0,MISSING,none,none,MISSING_REQUIRED,required upstream file is missing,NO,NO
2026-06-05,2026-06-06T09:04:13+01:00,context_matrix_portfolio,data/processed/today/2026-06-05/vsigma_context_matrix_portfolio.csv,false,0,MISSING,none,none,MISSING_REQUIRED,required upstream file is missing,NO,NO
2026-06-05,2026-06-06T09:04:13+01:00,match_stat_forecasts,data/processed/today/2026-06-05/vsigma_match_stat_forecasts.csv,true,0,NO_ROWS,none,none,EMPTY_REQUIRED,required upstream file exists but has zero rows,NO,NO
2026-06-05,2026-06-06T09:04:13+01:00,forecast_market_translator,data/processed/today/2026-06-05/vsigma_forecast_market_translator.csv,true,0,NO_ROWS,none,none,EMPTY_REQUIRED,required upstream file exists but has zero rows,NO,NO
2026-06-05,2026-06-06T09:04:13+01:00,daily_execution_board,data/processed/today/2026-06-05/vsigma_daily_execution_board.csv,true,1,OK,final_decision:NO_BET=1 | board_bucket:EMPTY_BY_PROMOTION_GATE=1 | portfolio_status:PROMOTION_GATE_BLOCK=1 | execution_permission:NO=1,forecast_confidence:NONE=1 | context_level:NO_PROMOTED_ROWS=1 | source_guard:PROMOTION_GATE_DIAGNOSTIC_ONLY; API_COVERAGE_GATE_V2=1 | kill_switch:EMPTY_BY_PROMOTION_GATE=1 | forecast_warning:no promoted raw candidates; API_COVERAGE_UNKNOWN=1,OK,file has rows and passed basic diagnostic checks,NO,NO
2026-06-05,2026-06-06T09:04:13+01:00,fixture_api_coverage_matrix,data/processed/today/2026-06-05/vsigma_fixture_api_coverage_matrix_v3.csv,false,0,MISSING,none,none,MISSING_OPTIONAL,optional upstream file is missing,NO,NO
2026-06-05,2026-06-06T09:04:13+01:00,probable_lineup_consensus,data/processed/today/2026-06-05/vsigma_probable_lineup_consensus.csv,true,1,OK,none,source_guard:fixtures=vsigma_daily_execution_board.csv; probable_sources=NO_SOURCE_FILE=1,OK,file has rows and passed basic diagnostic checks,NO,NO
