target_date,generated_at,queue_rank,fixture_id,home_team,away_team,league,gap_status,scoring_needed,priority,reason,recommended_fix,auto_apply,production_change
2026-07-13,2026-07-13T21:37:56+01:00,1,1506994,Ulsan Hyundai FC,Jeonbuk Motors,K League 1,MISSING_SCORED_ROW,YES,P1_TRUSTED_MISSING_SCORING,trusted raw candidate has no matching scored row,Run/repair scoring enrichment over trusted raw fixture candidates before market translation.,NO,NO
2026-07-13,2026-07-13T21:37:56+01:00,2,1506993,Gwangju FC,Pohang Steelers,K League 1,MISSING_SCORED_ROW,YES,P1_TRUSTED_MISSING_SCORING,trusted raw candidate has no matching scored row,Run/repair scoring enrichment over trusted raw fixture candidates before market translation.,NO,NO
2026-07-13,2026-07-13T21:37:56+01:00,3,1514230,Vestri,Fylkir,1. Deild,MISSING_SCORED_ROW,YES,P1_TRUSTED_MISSING_SCORING,trusted raw candidate has no matching scored row,Run/repair scoring enrichment over trusted raw fixture candidates before market translation.,NO,NO
2026-07-13,2026-07-13T21:37:56+01:00,4,1582690,Deportivo Capiata,Atlético Tembetary,Division Intermedia,MISSING_SCORED_ROW,YES,P1_TRUSTED_MISSING_SCORING,trusted raw candidate has no matching scored row,Run/repair scoring enrichment over trusted raw fixture candidates before market translation.,NO,NO
2026-07-13,2026-07-13T21:37:56+01:00,5,1582689,Independiente F.b.c.,Tacuary,Division Intermedia,MISSING_SCORED_ROW,YES,P1_TRUSTED_MISSING_SCORING,trusted raw candidate has no matching scored row,Run/repair scoring enrichment over trusted raw fixture candidates before market translation.,NO,NO
2026-07-13,2026-07-13T21:37:56+01:00,6,1519596,Maardu,Tartu Welco,Esiliiga A,MISSING_SCORED_ROW,YES,P1_TRUSTED_MISSING_SCORING,trusted raw candidate has no matching scored row,Run/repair scoring enrichment over trusted raw fixture candidates before market translation.,NO,NO
2026-07-13,2026-07-13T21:37:56+01:00,7,1563066,Arsenal Tula,Tekstilshchik,First League,MISSING_SCORED_ROW,YES,P1_TRUSTED_MISSING_SCORING,trusted raw candidate has no matching scored row,Run/repair scoring enrichment over trusted raw fixture candidates before market translation.,NO,NO
2026-07-13,2026-07-13T21:37:56+01:00,8,1563067,Chelyabinsk,Ska-khabarovsk,First League,MISSING_SCORED_ROW,YES,P1_TRUSTED_MISSING_SCORING,trusted raw candidate has no matching scored row,Run/repair scoring enrichment over trusted raw fixture candidates before market translation.,NO,NO
2026-07-13,2026-07-13T21:37:56+01:00,9,1563074,Ural,Torpedo Moskva,First League,MISSING_SCORED_ROW,YES,P1_TRUSTED_MISSING_SCORING,trusted raw candidate has no matching scored row,Run/repair scoring enrichment over trusted raw fixture candidates before market translation.,NO,NO
2026-07-13,2026-07-13T21:37:56+01:00,10,1541525,Honka,HJS Akatemia,Kakkonen - Lohko B,MISSING_SCORED_ROW,YES,P1_TRUSTED_MISSING_SCORING,trusted raw candidate has no matching scored row,Run/repair scoring enrichment over trusted raw fixture candidates before market translation.,NO,NO
