target_date,generated_at,section,status,detail,next_action,auto_apply,production_change
2026-06-17,2026-06-17T13:23:42+01:00,operator_gate,NONE,action=NONE; final=NO_OPERATOR_ACTION; risk=NONE; health=ATTENTION; board_rows=7,Use this as the first read; never override BROKEN/NO_BET gates.,NO,NO
2026-06-17,2026-06-17T13:23:42+01:00,executable_prematch,NONE,no prematch executable rows,"Only rows here can be discussed as prematch executable, still manual-only.",NO,NO
2026-06-17,2026-06-17T13:23:42+01:00,live_only,NONE,no live-only rows,Wait for live trigger confirmation; no chase outside window.,NO,NO
2026-06-17,2026-06-17T13:23:42+01:00,watchlist,NONE,no watchlist rows,Observation only unless promoted by later gates.,NO,NO
2026-06-17,2026-06-17T13:23:42+01:00,no_bet,ROWS=7,count=7; top=#1 | NO_BET | Gnistan vs Lahti | market=NO_CLEAR_STAT_MARKET | stake=NO_STAKE | permission=NO | conf=LOW | score=-42; #2 | NO_BET | HJK Helsinki vs Inter Turku | market=NO_CLEAR_STAT_MARKET | stake=NO_STAKE | permission=NO | conf=LOW | score=-42; #3 | NO_BET | Ilves vs FF Jaro | market=NO_CLEAR_STAT_MARKET | stake=NO_STAKE | permission=NO | conf=LOW | score=-42,Do not fill ranking from blocked rows.,NO,NO
2026-06-17,2026-06-17T13:23:42+01:00,api_coverage,OK,rows=7; source_guard=DATED_INPUT_ONLY; API_COVERAGE_GATE_V2=7; permission=NO=7; avg_coverage=18.6; warnings=PARTIAL_RECENT_STATS=7; SHOT_SAMPLE_WEAK=7; CORNER_SAMPLE_WEAK=7; CARD_SAMPLE_WEAK=7,Coverage gaps block promotion; do not infer missing data.,NO,NO
2026-06-17,2026-06-17T13:23:42+01:00,official_probable_lineups,OK,files=3; rows=59; statuses=UNKNOWN=1; LEARNING_ONLY=1; IMPORTED=6,Probables do not become official; quarantine/learning-only stays non-execution.,NO,NO
2026-06-17,2026-06-17T13:23:42+01:00,source_reliability_governor,ADVISORY_ONLY,sources=15; verdicts=HOLD_SAMPLE=15; sample_gates=INSUFFICIENT_SAMPLE=15; actions=KEEP_ACTIVE_COLLECT_MORE_DATA=15,Advisory only; no automatic source weight changes.,NO,NO
2026-06-17,2026-06-17T13:23:42+01:00,automation_health,ATTENTION,system_status=ATTENTION; components=11; severity=OK=6; WARN=1; INFO=4; status_counts=OK=6; MISSING=1; CONFIG_EXPECTED=4,"If BROKEN, fix workflow/input before talking picks.",NO,NO
2026-06-17,2026-06-17T13:23:42+01:00,next_triggers_rechecks,DIAGNOSTIC,triggers=3,Use scheduled workflows or trigger bridge; no betting execution.,NO,NO
2026-06-17,2026-06-17T13:23:40+01:00,date_coherence_guard,OK,board_status=daily_board_md=OK; daily_board_csv=OK; mismatch_count=0; missing_core_count=0; trigger_date_counts=2026-06-17=2,All dated artifacts/triggers reviewed by guard are coherent.,NO,NO
2026-06-17,2026-06-17T13:23:40+01:00,upstream_board_input_diagnostic,UPSTREAM_MISSING,first_empty_required_component=real_objective_context_gate; forecast_rows=7; translator_rows=7; board_rows=7,Build missing required upstream component first: real_objective_context_gate.,NO,NO
2026-06-17,2026-06-17T13:23:40+01:00,real_shortlist_recovery_diagnostic,FILTERS_TOO_STRICT_OR_SELECTOR_NOT_RUN,root_cause=scoring has same-day rows but real shortlist/bets outputs are absent or empty; root_scored_same_day_rows=7; real_shortlist_rows=0; real_bet_rows=0; proxy_rows=0,Run/repair real selection step from scored matches into shortlist/bets-only outputs.,NO,NO
2026-06-17,2026-06-17T13:23:40+01:00,local_raw_fixture_discovery,LOCAL_RAW_CANDIDATES_FOUND,files_scanned=1901; accepted_rows=152; rejected_rows=897,"Review accepted rows, then feed normal scoring gates.",NO,NO
2026-06-17,2026-06-17T13:23:42+01:00,raw_candidate_trust_gate,TRUSTED_RAW_SOURCE=127; QUARANTINE_REVIEW=22; REJECTED_SOURCE_BLOCK=3,rows_reviewed=152; trusted_rows=127; blocked_rows=3; quarantine_rows=22,Only TRUSTED_RAW_SOURCE rows may be considered for scoring; quarantine/rejected rows remain diagnostic only.,NO,NO
2026-06-17,2026-06-17T13:23:42+01:00,trusted_raw_candidate_promotion_gate,TRUSTED_SOURCE_BUT_NO_SCORED_ROW=120; NOT_TRUSTED_NO_PROMOTION=25; TRUSTED_SOURCE_BUT_NO_DATA_BLOCKED=7,rows_reviewed=152; promoted_rows=0; blocked_rows=7; quarantine_rows=120,No promotion unless TRUSTED_RAW_SOURCE has non-blocked scored data. Keep No Bet for blocked rows.,NO,NO
2026-06-17,2026-06-17T13:23:42+01:00,scoring_gap_explainer,MISSING_SCORED_ROW=120; NOT_TRUSTED_SKIPPED=25; SCORED_ROW_NO_DATA_BLOCKED=7,missing_scored_rows=120; no_data_blocked_rows=7; not_trusted_rows=25; promoted_rows=0,Repair scoring/enrichment for trusted raw candidates; no market discussion until rows are scored and non-blocked.,NO,NO
2026-06-17,2026-06-17T13:23:42+01:00,trusted_raw_scoring_queue,P1_TRUSTED_MISSING_SCORING=112; P2_LOW_COVERAGE_SCORING=8,queue_rows=120; priority_counts=P1_TRUSTED_MISSING_SCORING=112; P2_LOW_COVERAGE_SCORING=8; scoring_needed_counts=YES=120,Use this queue as the explicit input list for a future scoring/enrichment repair stage. Do not create picks from queue rows.,NO,NO
2026-06-17,2026-06-17T13:23:42+01:00,queue_to_enrichment_dry_run,DRY_RUN_ONLY_NO_API_CALLS=120,rows_planned=120; risk_label_counts=MEDIUM=111; HIGH_LOW_COVERAGE=8; HIGH_CONTEXT_VOLATILITY=1; estimated_units=594; api_calls_executed=NO,Review dry-run plan and explicitly approve any future enrichment/API stage. No calls executed here.,NO,NO
2026-06-17,2026-06-17T13:23:42+01:00,enrichment_cost_approval_gate,WAIT_FOR_MANUAL_APPROVAL,estimated_call_units=594; approval_required=YES; api_calls_allowed=NO; api_calls_executed=NO,UNKNOWN,NO,NO
2026-06-17,2026-06-17T13:23:42+01:00,daily_board_self_heal,NO_ACTION,promoted_rows=0; board_rows_written=0; reason=daily board already has rows,UNKNOWN,NO,NO
